,id,title,crit_score,user_score,PC,PlayStation,PlayStation2,PlayStation3,PlayStation4,Xbox,Xbox360,XboxOne,genre,release_year,is_mult,is_single
5900,5900,nosferatu-the-wrath-of-malachi,70.0,7.4,1,0,0,0,0,0,0,0,Adventure,2003,0,1
5902,5902,nostradamus-the-last-prophecy,70.0,6.2,1,0,0,0,0,0,0,0,Adventure,2014,0,1
5903,5903,not-a-hero,75.0,6.9,1,0,0,0,1,0,0,1,Adventure,2015,0,1
5904,5904,not-a-hero-super-snazzy-edition,75.0,7,0,0,0,0,0,0,0,1,Adventure,2016,0,1
5905,5905,no-time-to-explain,54.0,6,1,0,0,0,0,0,0,0,Adventure,2011,1,0
5906,5906,not-tonight,71.0,6.9,1,0,0,0,1,0,0,1,Adventure,2018,0,1
5909,5909,novastrike,49.0,4.8,0,0,0,1,0,0,0,0,Shooter,2008,0,0
5910,5910,nowhere-prophet,73.0,6.1,1,0,0,0,0,0,0,0,Indie,2019,0,1
5911,5911,nppl-championship-paintball-2009,45.0,6.7,0,0,1,1,0,0,1,0,Shooter,2008,1,1
5912,5912,nuclear-dawn,71.0,7.5,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2011,1,0
5913,5913,nuclear-throne,89.0,7.7,1,0,0,0,1,0,0,0,Arcade,2015,1,1
5914,5914,nucleus,59.0,8,0,0,0,1,0,0,0,0,Shooter,2007,0,0
5915,5915,number-idarb,77.0,6.9,0,0,0,0,0,0,0,1,Indie,2015,1,1
5917,5917,nyxquest-kindred-spirits,82.0,8.2,1,0,0,0,0,0,0,0,Adventure,2009,0,1
5918,5918,obduction,76.0,7.7,1,0,0,0,1,0,0,1,Adventure,2016,0,1
5919,5919,obliteracers,78.0,7.7,1,0,0,0,1,0,0,1,Indie,2016,1,1
5920,5920,oblitus,69.0,7,1,0,0,0,0,0,0,0,Adventure,2015,0,1
5921,5921,obscure,66.0,8.4,1,0,1,0,0,1,0,0,Adventure,2004,1,1
5923,5923,obscuritas,63.0,4,1,0,0,0,0,0,0,0,Adventure,2016,0,1
5924,5924,observation,79.0,7.5,1,0,0,0,1,0,0,0,Adventure,2019,0,1
5925,5925,observer,86.0,7.5,1,0,0,0,1,0,0,1,Adventure,2017,0,1
5926,5926,obsidian,85.0,7.1,1,0,0,0,0,0,0,0,Adventure,1996,0,1
5927,5927,oceanhorn-monster-of-uncharted-seas,74.0,7.2,1,0,0,0,1,0,0,1,Adventure,2015,0,1
5930,5930,octodad-dadliest-catch,69.0,6.7,1,0,0,0,1,0,0,1,Adventure,2014,1,1
5932,5932,octopath-traveler,83.0,8.6,1,0,0,0,0,0,0,0,Adventure,2018,0,1
5934,5934,ode,75.0,6.7,1,0,0,0,0,0,0,0,Adventure,2017,0,1
5935,5935,odin-sphere,83.0,8.7,0,0,1,0,0,0,0,0,Role-playing (RPG),2007,0,1
5936,5936,odin-sphere-leifthrasir,87.0,8.1,0,0,0,1,1,0,0,0,Role-playing (RPG),2016,0,1
5939,5939,off-road-drive,60.0,6.1,1,0,0,0,0,0,0,0,Racing,2011,1,1
5941,5941,offworld-trading-company,78.0,7.4,1,0,0,0,0,0,0,0,Indie,2016,1,1
5943,5943,of-orcs-and-men,69.0,6.7,1,0,0,1,0,0,1,0,Role-playing (RPG),2012,1,1
5946,5946,oil-rush,67.0,6.5,1,0,0,1,0,0,0,0,Indie,2012,1,1
5947,5947,okabu,59.0,3.9,0,0,0,1,0,0,0,0,Adventure,2011,0,0
5948,5948,okage-shadow-king,70.0,8,0,0,1,0,0,0,0,0,Adventure,2001,0,0
5949,5949,okami,93.0,9.1,0,0,1,0,0,0,0,0,Adventure,2006,0,1
5951,5951,okami-hd,92.0,7.9,1,0,0,1,1,0,0,1,Adventure,2012,0,1
5954,5954,old-school-musical,76.0,7.7,1,0,0,0,0,0,0,0,Adventure,2018,1,1
5955,5955,olliolli,79.0,7.8,1,0,0,1,1,0,0,1,Indie,2014,0,1
5956,5956,olliolli2-welcome-to-olliwood,86.0,6.5,1,0,0,1,1,0,0,1,Indie,2015,1,1
5959,5959,omega-five,72.0,8.4,0,0,0,0,0,0,1,0,Shooter,2008,0,1
5960,5960,omega-quintet,58.0,7.1,1,0,0,0,1,0,0,0,Adventure,2014,0,1
5961,5961,omen-of-sorrow,64.0,4.9,0,0,0,0,1,0,0,0,Fighting,2018,1,1
5962,5962,omensight,75.0,6.8,1,0,0,0,1,0,0,1,Adventure,2018,0,1
5964,5964,once-upon-a-knight,63.0,7.4,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2003,0,0
5965,5965,onechanbara-bikini-samurai-squad,39.0,6.3,0,0,0,0,0,0,1,0,Adventure,2006,0,1
5967,5967,onechanbara-z2-chaos,57.0,6.7,1,0,0,0,1,0,0,0,Hack and slash/Beat 'em up,2014,0,1
5968,5968,one-finger-death-punch-2,83.0,8.3,1,0,0,0,0,0,0,1,Arcade,2019,0,1
5969,5969,one-must-fall-battlegrounds,61.0,7.1,1,0,0,0,0,0,0,0,Fighting,2003,1,1
5970,5970,one-piece-burning-blood,66.0,7.3,1,0,0,0,1,0,0,1,Adventure,2016,1,1
5971,5971,one-piece-grand-adventure,70.0,8.3,0,0,1,0,0,0,0,0,Adventure,2006,0,1
5972,5972,one-piece-grand-battle,67.0,7.1,0,0,1,0,0,0,0,0,Fighting,2005,0,0
5973,5973,one-piece-grand-cruise,35.0,2.7,0,1,0,0,0,0,0,0,Arcade,2018,0,1
5975,5975,one-piece-pirate-warriors,64.0,7.4,0,0,0,1,0,0,0,0,Adventure,2012,1,1
5976,5976,one-piece-pirate-warriors-2,71.0,7.8,0,0,0,1,0,0,0,0,Adventure,2013,1,1
5977,5977,one-piece-pirate-warriors-3,74.0,7.7,1,0,0,1,1,0,0,0,Hack and slash/Beat 'em up,2015,1,1
5979,5979,one-piece-pirate-warriors-4,76.0,5.5,1,0,0,0,1,0,0,1,Hack and slash/Beat 'em up,2020,1,1
5980,5980,one-piece-romance-dawn,42.0,6.7,0,1,0,0,0,0,0,0,Role-playing (RPG),2012,0,1
5984,5984,one-piece-unlimited-world-red,71.0,7.2,0,0,0,1,0,0,0,0,Adventure,2013,1,1
5985,5985,one-piece-unlimited-world-red-deluxe-edition,68.0,5.3,1,0,0,0,1,0,0,0,Adventure,2017,1,1
5986,5986,one-piece-world-seeker,65.0,5.2,1,0,0,0,1,0,0,1,Adventure,2019,0,1
5987,5987,one-punch-man-a-hero-nobody-knows,59.0,3.5,1,0,0,0,1,0,0,1,Fighting,2020,1,1
5988,5988,oneshot,80.0,8.7,1,0,0,0,0,0,0,0,Adventure,2016,0,1
5989,5989,one-step-from-eden,83.0,7.6,1,0,0,0,0,0,0,0,Adventure,2020,1,1
5991,5991,one-way-trip,41.0,4.3,0,0,0,0,1,0,0,0,Adventure,2016,0,0
5992,5992,oni,73.0,8.6,1,0,1,0,0,0,0,0,Hack and slash/Beat 'em up,2001,0,1
5993,5993,onimusha-3-demon-siege,85.0,8.7,1,0,1,0,0,0,0,0,Adventure,2004,0,1
5994,5994,onimusha-blade-warriors,65.0,6.9,0,0,1,0,0,0,0,0,Fighting,2003,1,0
5995,5995,onimusha-dawn-of-dreams,81.0,8.8,0,0,1,0,0,0,0,0,Adventure,2006,0,1
5997,5997,onimusha-warlords,86.0,8.3,1,0,1,0,0,1,0,0,Adventure,2001,0,1
5998,5998,oninaki,69.0,5.4,1,0,0,0,1,0,0,0,Role-playing (RPG),2019,0,1
6000,6000,onrush,77.0,6.2,1,0,0,0,1,0,0,1,Racing,2018,1,1
6001,6001,on-rusty-trails,77.0,6.5,1,0,0,0,0,0,0,0,Indie,2016,0,1
6006,6006,oozi-earth-adventure,66.0,7,1,0,0,0,0,0,0,0,Adventure,2013,0,1
6008,6008,open-season,59.0,7.3,1,0,1,0,0,0,1,0,Adventure,2006,0,1
6009,6009,operation-abyss-new-tokyo-legacy,66.0,7.2,1,1,0,0,0,0,0,0,Adventure,2015,0,1
6010,6010,operation-babel-new-tokyo-legacy,63.0,4.3,1,1,0,0,0,0,0,0,Adventure,2015,0,1
6012,6012,operation-darkness,46.0,6.8,0,0,0,0,0,0,1,0,Role-playing (RPG),2007,1,1
6013,6013,operation-flashpoint-cold-war-crisis,85.0,8.7,1,0,0,0,0,1,0,0,Shooter,2001,1,1
6014,6014,operation-flashpoint-dragon-rising,77.0,7.6,1,0,0,1,0,0,1,0,Puzzle,2009,1,1
6015,6015,operation-flashpoint-elite,64.0,8.3,0,0,0,0,0,1,0,0,Shooter,2005,0,0
6016,6016,operation-flashpoint-red-river,69.0,5.9,1,0,0,1,0,0,1,0,Shooter,2011,1,1
6017,6017,operation-flashpoint-resistance,77.0,8.7,1,0,0,0,0,1,0,0,Shooter,2002,1,1
6019,6019,operencia-the-stolen-sun,82.0,7.1,1,0,0,0,1,0,0,1,Adventure,2019,0,1
6021,6021,orangeblood,55.0,7,1,0,0,0,0,0,0,0,Indie,2020,0,1
6023,6023,orcs-must-die-2,83.0,7.9,1,0,0,0,0,0,0,0,Indie,2012,1,1
6024,6024,order-of-battle-pacific,81.0,5.6,1,0,0,0,0,0,0,0,Strategy,2015,1,1
6025,6025,order-of-war,69.0,7.3,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2009,1,1
6026,6026,order-up,76.0,8.5,0,0,0,1,0,0,0,0,Puzzle,2008,1,1
6027,6027,oreshika-tainted-bloodlines,78.0,8,0,1,0,0,0,0,0,0,Role-playing (RPG),2014,0,1
6028,6028,orgarhythm,62.0,6.8,0,1,0,0,0,0,0,0,Music,2012,0,0
6029,6029,ori-and-the-blind-forest,88.0,8.6,1,0,0,0,0,0,0,1,Adventure,2015,0,1
6030,6030,ori-and-the-blind-forest-definitive-edition,89.0,8.7,1,0,0,0,0,0,0,1,Adventure,2016,0,1
6031,6031,ori-and-the-will-of-the-wisps,90.0,8.9,1,0,0,0,0,0,0,1,Adventure,2020,0,1
6032,6032,oriental-empires,74.0,6.5,1,0,0,0,0,0,0,0,Indie,2016,1,1
6034,6034,orion-dino-horde,36.0,5.7,1,0,0,0,0,0,0,0,Indie,2012,1,0
6035,6035,orphen-scion-of-sorcery,54.0,7.2,0,0,1,0,0,0,0,0,Adventure,2000,0,0
6036,6036,orwell,77.0,7,1,0,0,0,0,0,0,0,Adventure,2016,0,1
6037,6037,osmos,80.0,7.6,1,0,0,0,0,0,0,0,Arcade,2009,0,1
6039,6039,otogi-2-immortal-warriors,79.0,8.7,0,0,0,0,0,1,0,0,Hack and slash/Beat 'em up,2003,0,1
6040,6040,otogi-myth-of-demons,80.0,8.6,0,0,0,0,0,1,0,0,Hack and slash/Beat 'em up,2002,0,1
6041,6041,otomedius-excellent,48.0,7.9,0,0,0,0,0,0,1,0,Shooter,2011,1,1
6042,6042,oure,53.0,5.5,1,0,0,0,1,0,0,0,Adventure,2017,0,1
6043,6043,outcast-second-contact,68.0,7.3,1,0,0,0,1,0,0,1,Adventure,2017,0,1
6044,6044,outcry,63.0,7.5,1,0,0,0,0,0,0,0,Adventure,2008,0,1
6045,6045,outer-wilds,85.0,7.5,1,0,0,0,1,0,0,1,Adventure,2019,0,1
6046,6046,outland,84.0,7.4,1,0,0,1,0,0,1,0,Adventure,2011,0,1
6047,6047,outlast,80.0,8.3,1,0,0,0,1,0,0,1,Adventure,2013,0,1
6049,6049,outlast-bundle-of-terror,77.0,7.9,0,0,0,0,1,0,0,1,Adventure,2014,0,1
6050,6050,outlast-whistleblower,73.0,7.8,1,0,0,0,1,0,0,1,Adventure,2014,0,1
6051,6051,outlaw-golf,72.0,6.9,1,0,0,0,0,1,0,0,Sport,2002,0,1
6054,6054,outlaw-volleyball,77.0,8.4,0,0,1,0,0,1,0,0,Sport,2003,0,1
6056,6056,outlive,59.0,7.9,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2001,1,1
6057,6057,out-of-ammo,48.0,7.3,1,0,0,0,0,0,0,0,Indie,2016,1,1
6060,6060,out-of-the-park-baseball-14,86.0,8.2,1,0,0,0,0,0,0,0,Simulator,2013,0,0
6061,6061,out-of-the-park-baseball-15,89.0,7.2,1,0,0,0,0,0,0,0,Simulator,2014,0,1
6062,6062,out-of-the-park-baseball-17,92.0,3.3,1,0,0,0,0,0,0,0,Indie,2016,1,1
6068,6068,outrun-2006-coast-2-coast,82.0,8.2,1,0,1,0,0,1,0,0,Racing,2006,1,1
6069,6069,outrun-online-arcade,79.0,8.3,0,0,0,1,0,0,1,0,Racing,2009,0,0
6072,6072,outward,67.0,7.2,1,0,0,0,1,0,0,1,Role-playing (RPG),2019,1,1
6073,6073,overclocked-a-history-of-violence,70.0,6.3,1,0,0,0,0,0,0,0,Adventure,2007,0,1
6074,6074,overcooked,81.0,7.8,1,0,0,0,1,0,0,1,Indie,2016,1,1
6075,6075,overcooked-2,83.0,5.6,1,0,0,0,1,0,0,1,Indie,2018,1,1
6077,6077,over-g-fighters,49.0,6.2,0,0,0,0,0,0,1,0,Fighting,2006,0,1
6079,6079,overload,74.0,7.5,1,0,0,0,1,0,0,1,Shooter,2018,1,1
6080,6080,overlord,81.0,8,1,0,0,1,0,0,1,0,Adventure,2007,1,1
6082,6082,overlord-ii,79.0,8.1,1,0,0,1,0,0,1,0,Adventure,2009,1,1
6084,6084,overlord-raising-hell,72.0,7.8,1,0,0,1,0,0,1,0,Hack and slash/Beat 'em up,2008,1,1
6085,6085,overpass,63.0,5.5,1,0,0,0,0,0,0,0,Adventure,2019,1,1
6086,6086,override-mech-city-brawl,64.0,6.5,1,0,0,0,1,0,0,1,Fighting,2018,1,1
6087,6087,over-the-hedge,71.0,6.7,1,0,1,0,0,1,0,0,Adventure,2006,0,1
6088,6088,over-the-hedge-hammy-goes-nuts,58.0,8,0,1,0,0,0,0,0,0,Adventure,2006,1,1
6089,6089,overwatch,91.0,6.6,1,0,0,0,1,0,0,1,Shooter,2016,1,0
6091,6091,ovivo,71.0,7.2,1,0,0,0,1,0,0,1,Adventure,2017,0,1
6092,6092,owlboy,88.0,6.7,1,0,0,0,1,0,0,1,Adventure,2016,0,1
6093,6093,oxenfree,81.0,7.6,1,0,0,0,1,0,0,1,Adventure,2016,0,1
6094,6094,pacific-fighters,76.0,7.5,1,0,0,0,0,0,0,0,Simulator,2008,1,1
6095,6095,pacific-rim,39.0,4.8,0,1,0,0,0,1,0,0,Fighting,2013,0,1
6096,6096,pacific-storm,67.0,5.9,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2008,1,1
6098,6098,pac-man,62.0,5.1,1,1,0,0,0,1,0,0,Arcade,1980,0,1
6099,6099,pac-man-256,80.0,7.3,1,0,0,0,1,0,0,1,Arcade,2015,1,1
6101,6101,pac-man-and-the-ghostly-adventures,58.0,6.5,0,0,0,0,0,0,1,0,Adventure,2013,1,1
6102,6102,pac-man-and-the-ghostly-adventures-2,60.0,6.5,1,0,0,1,0,0,0,0,Adventure,2013,1,1
6103,6103,pac-man-championship-edition,83.0,8.5,0,1,0,0,0,1,0,0,Arcade,2007,0,1
6104,6104,pac-man-championship-edition-2,78.0,6.6,1,0,0,0,1,0,0,1,Arcade,2016,0,1
6106,6106,pac-man-championship-edition-dx,93.0,7.6,0,0,0,1,0,1,0,0,Adventure,2010,0,0
6110,6110,pac-man-museum,66.0,5.7,1,1,0,0,0,1,0,0,Arcade,2014,1,1
6113,6113,pac-man-world-2,74.0,8.3,1,0,1,0,0,1,0,0,Adventure,2002,0,1
6114,6114,pac-man-world-3,66.0,7.3,1,0,1,0,0,1,0,0,Platform,2005,0,1
6115,6115,pac-man-world-rally,57.0,8.4,1,0,1,0,0,0,0,0,Racing,2006,0,1
6117,6117,pagan-online,64.0,5.3,1,0,0,0,0,0,0,0,Role-playing (RPG),2019,1,1
6118,6118,pain,71.0,6.3,0,0,0,1,0,0,0,0,Sport,2007,1,1
6120,6120,painkiller,81.0,8.1,1,0,0,0,0,1,0,0,Shooter,2004,1,1
6121,6121,painkiller-battle-out-of-hell,75.0,7.7,1,0,0,0,0,0,0,0,Shooter,2004,0,0
6122,6122,painkiller-hell-wars,68.0,7.6,0,0,0,0,0,1,0,0,Shooter,2006,1,1
6123,6123,painkiller-overdose,65.0,6.6,1,0,0,0,0,0,0,0,Shooter,2007,1,1
6124,6124,painkiller-redemption,43.0,5,1,0,0,0,0,0,0,0,Shooter,2011,0,1
6125,6125,painkiller-resurrection,38.0,4.3,1,0,0,0,0,0,0,0,Shooter,2009,1,1
6127,6127,pandora-first-contact,68.0,7.4,1,0,0,0,0,0,0,0,Simulator,2014,1,1
6128,6128,pang-adventures,63.0,5.4,1,1,0,0,0,0,0,1,Arcade,2016,1,1
6129,6129,pangya-fantasy-golf,77.0,7.2,0,1,0,0,0,0,0,0,Role-playing (RPG),2009,0,0
6130,6130,panzer-corps,80.0,7.5,1,0,0,0,0,0,0,0,Strategy,2014,1,1
6131,6131,panzer-corps-2,84.0,5.5,1,0,0,0,0,0,0,0,Strategy,2020,1,1
6132,6132,panzer-dragoon,63.0,7.5,1,0,1,0,0,1,0,0,Shooter,1995,0,1
6133,6133,panzer-dragoon-orta,90.0,8.5,0,0,0,0,0,1,0,0,Shooter,2002,0,1
6134,6134,panzer-general-allied-assault,75.0,8.1,0,0,0,0,0,1,0,0,Strategy,2009,1,1
6137,6137,panzer-tactics-hd,69.0,6.8,1,0,0,0,0,0,0,0,Simulator,2014,0,1
6138,6138,paper-beast,79.0,7,0,1,0,0,0,0,0,0,Adventure,2020,0,1
6139,6139,paperbound,69.0,6.2,1,0,0,0,1,0,0,0,Fighting,2015,1,1
6145,6145,paper-monsters-recut,74.0,8,1,0,0,0,0,0,0,0,Adventure,2014,0,1
6146,6146,paper-sorcerer,73.0,6.7,1,0,0,0,0,0,0,0,Adventure,2013,0,1
6147,6147,papers-please,85.0,8.5,1,1,0,0,0,0,0,0,Adventure,2013,0,1
6148,6148,paradigm,85.0,7.7,1,0,0,0,0,0,0,0,Adventure,2017,0,1
6150,6150,paradise-cracked,48.0,7.8,1,0,0,0,0,0,0,0,Strategy,2003,0,0
6151,6151,paranautical-activity,48.0,3.8,1,0,0,0,1,0,0,1,Adventure,2014,0,1
6152,6152,paranoia-happiness-is-mandatory,46.0,6.4,1,0,0,0,1,0,0,1,Role-playing (RPG),2020,0,0
6153,6153,parappa-the-rapper,92.0,7.6,0,1,0,0,0,0,0,0,Music,1996,0,1
6154,6154,parappa-the-rapper-2,67.0,7.5,0,0,1,0,1,0,0,0,Music,2001,0,1
6155,6155,parappa-the-rapper-remastered,61.0,5.3,0,0,0,0,1,0,0,0,Music,2017,0,1
6156,6156,parasite-eve,81.0,8.9,0,1,0,0,0,0,0,0,Adventure,1998,0,1
6157,6157,parasite-eve-ii,79.0,8.8,0,1,0,0,0,0,0,0,Role-playing (RPG),1999,0,1
6158,6158,paraworld,71.0,7.9,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2006,1,1
6159,6159,pariah,70.0,7.5,1,0,0,0,0,1,0,0,Shooter,2005,1,1
6160,6160,party-hard,65.0,6.6,1,0,0,0,1,0,0,1,Indie,2015,1,1
6161,6161,past-cure,48.0,6.5,1,0,0,0,1,0,0,1,Indie,2018,0,1
6162,6162,patapon,86.0,8.7,0,1,0,0,0,0,0,0,Music,2007,0,1
6163,6163,patapon-2,81.0,8.6,0,1,0,0,0,0,0,0,Music,2008,1,1
6165,6165,patapon-3,74.0,7.4,0,1,0,0,0,0,0,0,Music,2011,1,1
6167,6167,path-of-exile,86.0,8.1,1,0,0,0,1,0,0,1,Adventure,2013,1,1
6168,6168,path-of-exile-the-fall-of-oriath,83.0,7.5,1,0,0,0,0,0,0,1,Adventure,2017,1,1
6169,6169,pathologic-2,69.0,8.5,1,0,0,0,0,0,0,1,Adventure,2019,0,1
6170,6170,pathologic-classic-hd,76.0,8.5,1,0,0,0,0,0,0,0,Adventure,2015,0,1
6171,6171,pathway,68.0,6.5,1,0,0,0,0,0,0,0,Adventure,2019,0,1
6172,6172,pato-box,74.0,7.5,1,0,0,0,1,0,0,1,Adventure,2018,0,1
6173,6173,patrician-iii-rise-of-the-hanse,75.0,8.8,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2000,1,1
6174,6174,patrician-ii-quest-for-power,76.0,7.2,1,0,0,0,0,0,0,0,Simulator,2001,1,1
6175,6175,patrician-iv,66.0,6.3,1,0,0,0,0,0,0,0,Simulator,2010,1,1
6176,6176,pawarumi,77.0,7.7,0,0,0,0,0,0,0,1,Arcade,2019,0,1
6178,6178,payday-2,79.0,3.7,1,0,0,1,1,0,1,1,Role-playing (RPG),2013,1,1
6179,6179,payday-2-crimewave-edition,71.0,4.1,0,0,0,0,1,0,0,1,Shooter,2015,1,0
6180,6180,payday-the-heist,76.0,7.7,1,0,0,1,0,0,0,0,Shooter,2011,1,1
6181,6181,pdc-world-championship-darts-2008,51.0,5.4,1,0,1,0,0,0,1,0,Sport,2008,1,1
6185,6185,peggle,91.0,7.4,1,0,0,1,0,1,0,0,Puzzle,2007,1,1
6186,6186,peggle-2,77.0,7.1,0,0,0,0,1,0,1,1,Puzzle,2013,1,1
6194,6194,penny-punching-princess,63.0,6.1,0,1,0,0,0,0,0,0,Hack and slash/Beat 'em up,2016,0,1
6195,6195,penumbra-black-plague,78.0,8.6,1,0,0,0,0,0,0,0,Adventure,2008,0,1
6196,6196,penumbra-overture,73.0,7.7,1,0,0,0,0,0,0,0,Adventure,2007,0,1
6197,6197,penumbra-requiem,67.0,5.9,1,0,0,0,0,0,0,0,Adventure,2008,0,1
6198,6198,perception,61.0,6.4,1,0,0,0,1,0,0,1,Adventure,2017,0,1
6200,6200,perfect-dark-zero,81.0,7.2,0,0,0,0,0,0,1,0,Shooter,2005,1,1
6201,6201,perimeter,77.0,7.6,1,0,0,0,0,0,0,0,Real Time Strategy (RTS),2004,1,1
6202,6202,persona-2-eternal-punishment,83.0,4.2,0,1,0,0,0,0,0,0,Adventure,2000,0,1
6203,6203,persona-3-dancing-in-moonlight,73.0,6,0,0,0,0,1,0,0,0,Music,2018,0,1
6204,6204,persona-4-arena,86.0,5.6,0,0,0,1,0,0,1,0,Adventure,2012,1,1
6205,6205,persona-4-arena-ultimax,85.0,4.2,0,0,0,1,0,0,1,0,Fighting,2013,1,1
6206,6206,persona-4-dancing-all-night,76.0,5.3,0,0,0,0,1,0,0,0,Music,2015,0,1
6207,6207,persona-4-golden,93.0,8.5,0,1,0,0,0,0,0,0,Adventure,2012,0,1
6208,6208,persona-5,93.0,8.7,0,0,0,1,1,0,0,0,Adventure,2016,0,1
6209,6209,persona-5-dancing-in-starlight,72.0,5.9,0,0,0,0,1,0,0,0,Music,2018,0,1
6210,6210,persona-5-royal,94.0,8.5,0,0,0,0,1,0,0,0,Adventure,2019,0,1
6211,6211,persona-dancing-endless-night-collection,75.0,6.8,0,0,0,0,1,0,0,0,Music,2018,0,1
6219,6219,phantaruk,53.0,7.6,1,0,0,0,0,0,0,0,Adventure,2016,0,1
6220,6220,phantasy-star-collection,76.0,8.2,0,0,1,0,0,0,0,0,Role-playing (RPG),1998,0,1
6221,6221,phantasy-star-online,89.0,8.3,1,0,0,0,0,0,0,0,Adventure,2000,1,1
6222,6222,phantasy-star-portable,64.0,7.8,0,1,0,0,0,0,0,0,Role-playing (RPG),2009,0,0
6223,6223,phantasy-star-portable-2,69.0,8.1,0,1,0,0,0,0,0,0,Role-playing (RPG),2009,1,1
6224,6224,phantasy-star-universe,68.0,8,1,0,1,0,0,0,1,0,Role-playing (RPG),2006,1,1
6226,6226,phantom-brave,81.0,7.9,1,0,1,0,0,0,0,0,Adventure,2004,0,1
6229,6229,phantom-breaker-battle-grounds,72.0,7.2,1,1,0,0,0,1,0,0,Arcade,2013,1,1
6230,6230,phantom-crash,74.0,8.5,0,0,0,0,0,1,0,0,Shooter,2002,0,1
6232,6232,phantom-dust,81.0,7.6,0,0,0,0,0,1,0,0,Adventure,2004,1,1
6233,6233,phineas-and-ferb-across-the-2nd-dimension,63.0,7.1,0,0,0,1,0,0,0,0,Adventure,2011,0,1
6234,6234,phoenix-point,74.0,5.8,1,0,0,0,0,0,0,1,Strategy,2019,0,1
6235,6235,phoenix-wright-ace-attorney,81.0,9,1,0,0,0,0,0,0,0,Adventure,2001,0,1
6237,6237,phoenix-wright-ace-attorney-justice-for-all,76.0,8.6,1,0,0,0,0,0,0,0,Adventure,2002,0,1
6239,6239,phoenix-wright-ace-attorney-trials-and-tribulations,81.0,9,1,0,0,0,0,0,0,0,Adventure,2004,0,1
6240,6240,phoenix-wright-ace-attorney-trilogy,81.0,8.6,1,0,0,0,1,0,0,1,Adventure,2014,0,1
6241,6241,phoning-home,61.0,7.1,1,0,0,0,0,0,0,0,Adventure,2017,0,1
6253,6253,pid,72.0,8.3,1,1,0,0,0,1,0,0,Adventure,2012,1,1
6257,6257,pikuniku,76.0,7.5,1,0,0,0,0,0,0,1,Adventure,2019,1,1
6258,6258,pillar,59.0,6.6,1,0,0,0,1,0,0,0,Adventure,2015,0,1
6259,6259,pillars-of-eternity,89.0,8.3,1,0,0,0,1,0,0,0,Adventure,2015,0,1
6260,6260,pillars-of-eternity-complete-edition,86.0,7.5,0,0,0,0,1,0,0,1,Adventure,2017,0,1
6261,6261,pillars-of-eternity-ii-deadfire,88.0,7.8,1,0,0,0,1,0,0,1,Adventure,2018,0,1
6266,6266,pimp-my-ride,38.0,3.8,0,0,1,0,0,0,1,0,Racing,2006,0,1
6275,6275,pinball-fx2-vr,79.0,6.8,1,1,0,0,0,0,0,1,Arcade,2016,0,1
6276,6276,pinball-fx3,82.0,7.7,1,0,0,0,1,0,0,1,Arcade,2017,1,1
6280,6280,pineapple-smash-crew,62.0,7.5,1,0,0,0,0,0,0,0,Indie,2012,0,1
6282,6282,pinobee-wings-of-adventure,61.0,8,0,1,0,0,0,0,0,0,Platform,2001,0,1
6283,6283,pinstripe,77.0,8,1,0,0,0,1,0,0,1,Adventure,2017,0,1
6285,6285,pirate-hunter,67.0,6.3,1,0,0,0,0,0,0,0,Shooter,2009,0,1
6287,6287,pirates-of-black-cove,56.0,5.8,1,0,0,0,0,0,0,0,Adventure,2011,0,1
6288,6288,pirates-of-the-burning-sea,76.0,7.6,1,0,0,0,0,0,0,0,Role-playing (RPG),2008,1,0
6289,6289,pirates-of-the-caribbean,65.0,7.3,1,0,0,0,0,1,0,0,Role-playing (RPG),2003,0,1
6290,6290,pirates-of-the-caribbean-online,60.0,7.4,1,0,0,0,0,0,0,0,Adventure,2007,1,0
6292,6292,pirates-of-the-caribbean-the-legend-of-jack-sparrow,51.0,7.5,1,0,1,0,0,0,0,0,Adventure,2006,0,0
6294,6294,pirates-the-legend-of-black-kat,74.0,7.8,0,0,1,0,0,1,0,0,Adventure,2002,0,1
6295,6295,pirates-vs-ninjas-dodgeball,44.0,6,0,0,0,0,0,1,0,0,Sport,2008,1,1
6296,6296,pistol-whip,82.0,6.7,1,0,0,0,0,0,0,0,Arcade,2019,0,1
6297,6297,pitfall-the-lost-expedition,73.0,8,1,0,1,0,0,1,0,0,Adventure,2004,0,1
6299,6299,pit-people,79.0,7.4,1,0,0,0,0,0,0,1,Adventure,2018,1,1
6300,6300,pixel-gear,51.0,4.7,0,0,0,0,1,0,0,0,Arcade,2016,1,1
6301,6301,pixeljunk-4am,63.0,6.4,0,0,0,1,0,0,0,0,Music,2012,0,0
6302,6302,pixeljunk-eden,80.0,7.8,1,0,0,1,0,0,0,0,Adventure,2008,0,1
6303,6303,pixeljunk-monsters,83.0,8.2,1,0,0,1,0,0,0,0,Puzzle,2007,1,1
6304,6304,pixeljunk-monsters-2,72.0,6.8,1,0,0,0,1,0,0,0,Real Time Strategy (RTS),2018,1,1
